ID,CITY,CITY_ASCII,COUNTRY
1076680878,Trairi,Trairi,BRA
1076681032,Bento Fernandes,Bento Fernandes,BRA
1076681192,Cacimbinhas,Cacimbinhas,BRA
1076681392,Pombal,Pombal,BRA
1076681986,Almadina,Almadina,BRA
1076682103,Niquelândia,Niquelandia,BRA
1076682336,Mata Verde,Mata Verde,BRA
1076683345,Capitão de Campos,Capitao de Campos,BRA
1076683401,Guimarães,Guimaraes,BRA
1076683582,Bom Jesus,Bom Jesus,BRA
1076683915,Ijuí,Ijui,BRA
1076684312,Sumaré,Sumare,BRA
1076684320,Miraíma,Miraima,BRA
1076684509,Benedito Leite,Benedito Leite,BRA
1076684764,Igarapé-Açu,Igarape-Acu,BRA
1076684828,Horizontina,Horizontina,BRA
1076685158,Campo Limpo,Campo Limpo,BRA
1076685590,Taiobeiras,Taiobeiras,BRA
1076686083,Barra Mansa,Barra Mansa,BRA
1076686311,Maracaçumé,Maracacume,BRA
1076686573,Quixeré,Quixere,BRA
1076686680,Bela Vista de Goiás,Bela Vista de Goias,BRA
1076686682,Major Vieira,Major Vieira,BRA
1076687241,Tapauá,Tapaua,BRA
1076687499,Goianinha,Goianinha,BRA
1076687770,Angicos,Angicos,BRA
1076687791,Sananduva,Sananduva,BRA
1076687981,Guaíra,Guaira,BRA
1076688549,Cedro,Cedro,BRA
1076688647,Inhangapi,Inhangapi,BRA
1076688673,Centralina,Centralina,BRA
1076689905,Galiléia,Galileia,BRA
1076690245,Orlândia,Orlandia,BRA
1076690370,Montalvânia,Montalvania,BRA
1076690417,Senador Amaral,Senador Amaral,BRA
1076690587,Santa Fé,Santa Fe,BRA
1076690680,Virgem da Lapa,Virgem da Lapa,BRA
1076690736,Mirandiba,Mirandiba,BRA
1076691166,Canhotinho,Canhotinho,BRA
1076691419,Indiaroba,Indiaroba,BRA
1076691599,Pancas,Pancas,BRA
1076691844,Parapuã,Parapua,BRA
1076692421,Goiana,Goiana,BRA
1076692558,Guajará-Mirim,Guajara-Mirim,BRA
1076693294,Santa Teresinha,Santa Teresinha,BRA
1076693567,Piraí,Pirai,BRA
1076693747,Itumbiara,Itumbiara,BRA
1076693852,Tambaú,Tambau,BRA
1076694074,Santa Filomena,Santa Filomena,BRA
1076694926,Itabaiana,Itabaiana,BRA
1076695082,Feijó,Feijo,BRA
1076695336,Santo Antônio do Jardim,Santo Antonio do Jardim,BRA
1076695612,Muritiba,Muritiba,BRA
1076696049,Tutóia,Tutoia,BRA
1076696194,Cipó,Cipo,BRA
1076696435,Faina,Faina,BRA
1076696534,Ribeirão do Largo,Ribeirao do Largo,BRA
1076696803,Irapuru,Irapuru,BRA
1076697616,Campos Gerais,Campos Gerais,BRA
1076697777,Natal,Natal,BRA
1076697803,Tucumã,Tucuma,BRA
1076698345,Nova Olinda do Norte,Nova Olinda do Norte,BRA
1076699451,Campo Erê,Campo Ere,BRA
1076699768,Coroados,Coroados,BRA
1076699946,Mesquita,Mesquita,BRA
1076700097,Àrvorezinha,Arvorezinha,BRA
1076700351,Antonina,Antonina,BRA
1076701260,Paramoti,Paramoti,BRA
1076701712,Curitiba,Curitiba,BRA
1076702255,Barra de São Miguel,Barra de Sao Miguel,BRA
1076702704,Urubici,Urubici,BRA
1076702989,Sairé,Saire,BRA
1076703158,Trindade,Trindade,BRA
1076703225,Rio do Pires,Rio do Pires,BRA
1076703793,Caçador,Cacador,BRA
1076703866,Parnamirim,Parnamirim,BRA
1076704300,São Paulo de Olivença,Sao Paulo de Olivenca,BRA
1076704575,Pojuca,Pojuca,BRA
1076704645,Rio Novo do Sul,Rio Novo do Sul,BRA
1076704674,Girau do Ponciano,Girau do Ponciano,BRA
1076705196,Barro,Barro,BRA
1076705268,Fátima,Fatima,BRA
1076705732,Orizona,Orizona,BRA
1076705867,Tabatinga,Tabatinga,BRA
1076706078,Santa Cruz,Santa Cruz,BRA
1076706166,Itapira,Itapira,BRA
1076706249,Luisburgo,Luisburgo,BRA
1076707018,Padre Marcos,Padre Marcos,BRA
1076707335,Salinas da Margarida,Salinas da Margarida,BRA
1076707399,Barra do Mendes,Barra do Mendes,BRA
1076708682,Avanhandava,Avanhandava,BRA
1076708728,Mundo Novo,Mundo Novo,BRA
1076708756,Lavrinhas,Lavrinhas,BRA
1076708817,Aracati,Aracati,BRA
1076709538,Itaiçaba,Itaicaba,BRA
1076709831,Itabirito,Itabirito,BRA
1076710867,Canguçu,Cangucu,BRA
1076710878,Altamira,Altamira,BRA
1076711631,Jacinto,Jacinto,BRA
1076712482,Nova União,Nova Uniao,BRA
1076712591,Chaval,Chaval,BRA
1076712619,Xambioá,Xambioa,BRA
1076712702,Aiuruoca,Aiuruoca,BRA
1076713074,Sobradinho,Sobradinho,BRA
1076713120,Monte Santo,Monte Santo,BRA
1076713231,Ibirá,Ibira,BRA
1076713315,Belém do Brejo do Cruz,Belem do Brejo do Cruz,BRA
1076713609,Agudo,Agudo,BRA
1076713679,Serra Caiada,Serra Caiada,BRA
1076713749,Iramaia,Iramaia,BRA
1076713805,Saubara,Saubara,BRA
1076714150,São Lourenço da Mata,Sao Lourenco da Mata,BRA
1076714232,Fazenda Nova,Fazenda Nova,BRA
1076714422,Aratiba,Aratiba,BRA
1076715103,Salitre,Salitre,BRA
1076715584,Elísio Medrado,Elisio Medrado,BRA
1076715731,Planaltino,Planaltino,BRA
1076715765,Paraíba do Sul,Paraiba do Sul,BRA
1076716285,Porto Belo,Porto Belo,BRA
1076716432,Xavantina,Xavantina,BRA
1076716439,Ponta Grossa,Ponta Grossa,BRA
1076716501,Campo Magro,Campo Magro,BRA
1076716552,Divinópolis,Divinopolis,BRA
1076716761,Socorro,Socorro,BRA
1076716911,Luislândia,Luislandia,BRA
1076717099,São Miguel d’Oeste,Sao Miguel d'Oeste,BRA
1076717726,Barra do Bugres,Barra do Bugres,BRA
1076718506,Palestina,Palestina,BRA
1076719161,Alhandra,Alhandra,BRA
1076719559,Arceburgo,Arceburgo,BRA
1076719683,Mogi Mirim,Mogi Mirim,BRA
1076719847,Santa Teresa,Santa Teresa,BRA
1076720221,Teodoro Sampaio,Teodoro Sampaio,BRA
1076720948,São Caetano de Odivelas,Sao Caetano de Odivelas,BRA
1076721211,Andrelândia,Andrelandia,BRA
1076721482,Bonfim,Bonfim,BRA
1076722272,Areia Branca,Areia Branca,BRA
1076722428,Pocrane,Pocrane,BRA
1076723241,Londrina,Londrina,BRA
1076723276,Palmeira dos Índios,Palmeira dos Indios,BRA
1076723364,Oliveira,Oliveira,BRA
1076724006,Água Branca,Agua Branca,BRA
1076724628,Naviraí,Navirai,BRA
1076724688,Pederneiras,Pederneiras,BRA
1076724781,Presidente Getúlio,Presidente Getulio,BRA
1076725236,Potiraguá,Potiragua,BRA
1076725433,Alpestre,Alpestre,BRA
1076725454,Ilhota,Ilhota,BRA
1076725503,Ipaba,Ipaba,BRA
1076725526,Pedro de Toledo,Pedro de Toledo,BRA
1076726162,Florestópolis,Florestopolis,BRA
1076726167,Benevides,Benevides,BRA
1076726309,Jurema,Jurema,BRA
1076727667,Teresina,Teresina,BRA
1076728230,São Jerônimo,Sao Jeronimo,BRA
1076728241,Monte Mor,Monte Mor,BRA
1076728432,Vigia,Vigia,BRA
1076728807,Altinópolis,Altinopolis,BRA
1076729313,Igaratinga,Igaratinga,BRA
1076729588,Terenos,Terenos,BRA
1076729766,Guaratinga,Guaratinga,BRA
1076730351,Carneirinho,Carneirinho,BRA
1076730420,Guarulhos,Guarulhos,BRA
1076730543,Cuitegi,Cuitegi,BRA
1076730632,Itaitinga,Itaitinga,BRA
1076731478,Piranga,Piranga,BRA
1076731520,Sericita,Sericita,BRA
1076731583,Roseira,Roseira,BRA
1076731742,Naque,Naque,BRA
1076731794,Varginha,Varginha,BRA
1076731798,Palma,Palma,BRA
1076732508,Araçoiaba da Serra,Aracoiaba da Serra,BRA
1076732680,Santana do Ipanema,Santana do Ipanema,BRA
1076732684,São Gonçalo do Amarante,Sao Goncalo do Amarante,BRA
1076733416,Maribondo,Maribondo,BRA
1076733615,Palmeirópolis,Palmeiropolis,BRA
1076734026,Iguatu,Iguatu,BRA
1076734770,Vitorino,Vitorino,BRA
1076734969,Lindóia,Lindoia,BRA
1076735238,Braço do Norte,Braco do Norte,BRA
1076735447,Águas de Chapecó,Aguas de Chapeco,BRA
1076735805,Tanhaçu,Tanhacu,BRA
1076735826,Curralinho,Curralinho,BRA
1076736259,Maquiné,Maquine,BRA
1076736927,Ituaçu,Ituacu,BRA
1076737628,Laguna Carapã,Laguna Carapa,BRA
1076737843,Seara,Seara,BRA
1076738567,Irituia,Irituia,BRA
1076738637,Tupã,Tupa,BRA
1076738662,Camarajibe,Camarajibe,BRA
1076738885,Bela Vista do Paraíso,Bela Vista do Paraiso,BRA
1076739557,Santa Bárbara,Santa Barbara,BRA
1076739707,São Luís Gonzaga do Maranhão,Sao Luis Gonzaga do Maranhao,BRA
1076739866,Igarassu,Igarassu,BRA
1076739978,Conceição do Castelo,Conceicao do Castelo,BRA
1076740256,Franca,Franca,BRA
1076740446,Caldeirão Grande,Caldeirao Grande,BRA
1076740744,Sangão,Sangao,BRA
1076742398,Paulistana,Paulistana,BRA
1076742573,Sousa,Sousa,BRA
1076742966,Mambaí,Mambai,BRA
1076743154,Bom Sucesso,Bom Sucesso,BRA
1076743191,Cansanção,Cansancao,BRA
1076743242,Malta,Malta,BRA
1076743280,Pôrto Ferreira,Porto Ferreira,BRA
1076743801,Bom Retiro do Sul,Bom Retiro do Sul,BRA
1076744203,Novo Lino,Novo Lino,BRA
1076744210,Frederico Westphalen,Frederico Westphalen,BRA
1076744263,Brotas,Brotas,BRA
1076744863,Penalva,Penalva,BRA
1076745135,Barra do Corda,Barra do Corda,BRA
1076745377,Pereiras,Pereiras,BRA
1076745407,Ibirapitanga,Ibirapitanga,BRA
1076745918,Planalto,Planalto,BRA
1076746584,Altamira do Maranhão,Altamira do Maranhao,BRA
1076746673,Jordânia,Jordania,BRA
1076746756,Mairi,Mairi,BRA
1076747047,Dois Irmãos do Tocantins,Dois Irmaos do Tocantins,BRA
1076747219,Itaú de Minas,Itau de Minas,BRA
1076747362,Jaguaribara,Jaguaribara,BRA
1076747401,Itatiba,Itatiba,BRA
1076747578,Juranda,Juranda,BRA
1076747973,Iperó,Ipero,BRA
1076748118,Paula Cândido,Paula Candido,BRA
1076748418,Casa Branca,Casa Branca,BRA
1076749050,Ibiá,Ibia,BRA
1076749142,Pinhão,Pinhao,BRA
1076749939,Capão da Canoa,Capao da Canoa,BRA
1076749992,Mogi Guaçu,Mogi Guacu,BRA
1076750040,Piçarras,Picarras,BRA
1076750087,Cocal dos Alves,Cocal dos Alves,BRA
1076750257,Triunfo,Triunfo,BRA
1076750486,Rincão,Rincao,BRA
1076750563,Japaratinga,Japaratinga,BRA
1076750964,Igrapiúna,Igrapiuna,BRA
1076751259,Lavras,Lavras,BRA
1076751331,Lavínia,Lavinia,BRA
1076751743,Colatina,Colatina,BRA
1076752421,Bertioga,Bertioga,BRA
1076752524,Pindaré-Mirim,Pindare-Mirim,BRA
1076752797,São Gonçalo do Abaeté,Sao Goncalo do Abaete,BRA
1076752928,Picos,Picos,BRA
1076753005,Arara,Arara,BRA
1076753541,Itaguaçu,Itaguacu,BRA
1076754206,Marechal Taumaturgo,Marechal Taumaturgo,BRA
1076754534,Ilha das Flores,Ilha das Flores,BRA
1076754588,Gaspar,Gaspar,BRA
1076754744,Rio de Contas,Rio de Contas,BRA
1076754978,Jucás,Jucas,BRA
1076755188,Nordestina,Nordestina,BRA
1076755311,Candeal,Candeal,BRA
1076756072,Senador Sá,Senador Sa,BRA
1076756343,Monsenhor Gil,Monsenhor Gil,BRA
1076756563,Rolândia,Rolandia,BRA
1076757344,Jussara,Jussara,BRA
1076758286,Timon,Timon,BRA
1076758708,Sorocaba,Sorocaba,BRA
1076758883,São Lourenço do Sul,Sao Lourenco do Sul,BRA
1076759209,São Jorge d’Oeste,Sao Jorge d'Oeste,BRA
1076759300,Satuba,Satuba,BRA
1076759384,Itacoatiara,Itacoatiara,BRA
1076759456,Ichu,Ichu,BRA
1076759818,Lagoão,Lagoao,BRA
1076759925,Rio Branco do Sul,Rio Branco do Sul,BRA
1076760210,Rubiataba,Rubiataba,BRA
1076760504,Três Cachoeiras,Tres Cachoeiras,BRA
1076760827,São José do Rio Prêto,Sao Jose do Rio Preto,BRA
1076761860,Luís Correia,Luis Correia,BRA
1076762230,Santanópolis,Santanopolis,BRA
1076762379,Careaçu,Careacu,BRA
1076762736,Curaçá,Curaca,BRA
1076762779,Abel Figueiredo,Abel Figueiredo,BRA
1076763009,Xique-Xique,Xique-Xique,BRA
1076763287,Macajuba,Macajuba,BRA
1076763340,Passo Fundo,Passo Fundo,BRA
1076763776,Silvanópolis,Silvanopolis,BRA
1076764322,Terra Alta,Terra Alta,BRA
1076764363,Taiuva,Taiuva,BRA
1076764846,Catarina,Catarina,BRA
1076765058,Rondinha,Rondinha,BRA
1076765224,Capela,Capela,BRA
1076765344,Pedrinhas,Pedrinhas,BRA
1076765627,Inácio Martins,Inacio Martins,BRA
1076765835,Esperança,Esperanca,BRA
1076766029,Pitangui,Pitangui,BRA
1076766658,Barras,Barras,BRA
1076767110,Itapeva,Itapeva,BRA
1076767151,Guapé,Guape,BRA
1076768276,Mirante da Serra,Mirante da Serra,BRA
1076768739,Sítio do Quinto,Sitio do Quinto,BRA
1076769060,Madre de Deus,Madre de Deus,BRA
1076769206,Vidal Ramos,Vidal Ramos,BRA
1076769736,Santo Antônio do Monte,Santo Antonio do Monte,BRA
1076769860,Conceição de Macabu,Conceicao de Macabu,BRA
1076770021,Iuiú,Iuiu,BRA
1076770521,Floresta,Floresta,BRA
1076770753,Euriápolis,Euriapolis,BRA
1076770793,Nova Venécia,Nova Venecia,BRA
1076770840,Rio Real,Rio Real,BRA
1076770923,Arroio dos Ratos,Arroio dos Ratos,BRA
1076771180,Tabuleiro do Norte,Tabuleiro do Norte,BRA
1076771383,Amarante,Amarante,BRA
1076772178,Catanduva,Catanduva,BRA
1076772213,Passa e Fica,Passa e Fica,BRA
1076772401,Mandirituba,Mandirituba,BRA
1076772486,Mirassol,Mirassol,BRA
1076772548,Paramirim,Paramirim,BRA
1076772702,Apuarema,Apuarema,BRA
1076773193,Barra dos Coqueiros,Barra dos Coqueiros,BRA
1076773196,Canarana,Canarana,BRA
1076773543,Aliança,Alianca,BRA
1076773579,Simonésia,Simonesia,BRA
1076773773,Ipeúna,Ipeuna,BRA
1076773885,Alto Longá,Alto Longa,BRA
1076773912,Presidente Bernardes,Presidente Bernardes,BRA
1076773961,São José de Piranhas,Sao Jose de Piranhas,BRA
1076774323,Flores da Cunha,Flores da Cunha,BRA
1076774465,Mirante,Mirante,BRA
1076774911,Vargem Grande do Rio Pardo,Vargem Grande do Rio Pardo,BRA
1076775071,Iacanga,Iacanga,BRA
1076775707,São Tomé,Sao Tome,BRA
1076776179,Paranatama,Paranatama,BRA
1076776433,Tanque d’Arca,Tanque d'Arca,BRA
1076776614,São Luís do Quitunde,Sao Luis do Quitunde,BRA
1076776639,São Sebastião de Lagoa de Roça,Sao Sebastiao de Lagoa de Roca,BRA
1076776751,Timbiras,Timbiras,BRA
1076777103,São Miguel dos Milagres,Sao Miguel dos Milagres,BRA
1076777364,Tarumirim,Tarumirim,BRA
1076777596,Passa Tempo,Passa Tempo,BRA
1076779548,Guaraqueçaba,Guaraquecaba,BRA
1076779890,Jacuí,Jacui,BRA
1076780139,Chorozinho,Chorozinho,BRA
1076780410,Guaraciaba do Norte,Guaraciaba do Norte,BRA
1076780471,Juripiranga,Juripiranga,BRA
1076780548,Barra Bonita,Barra Bonita,BRA
1076780736,Frei Paulo,Frei Paulo,BRA
1076780919,Colíder,Colider,BRA
1076781107,Matina,Matina,BRA
1076781145,Livramento de Nossa Senhora,Livramento de Nossa Senhora,BRA
1076781326,Ipameri,Ipameri,BRA
1076781474,Casimiro de Abreu,Casimiro de Abreu,BRA
1076782053,Dário Meira,Dario Meira,BRA
1076782492,Passos,Passos,BRA
1076782495,Querência do Norte,Querencia do Norte,BRA
1076782502,Assis,Assis,BRA
1076782658,Acari,Acari,BRA
1076783045,Paraguaçu Paulista,Paraguacu Paulista,BRA
1076783240,Águas da Prata,Aguas da Prata,BRA
1076783278,Ribeiro do Amparo,Ribeiro do Amparo,BRA
1076783361,Manoel Vitorino,Manoel Vitorino,BRA
1076783407,Itabira,Itabira,BRA
1076783642,Buritis,Buritis,BRA
1076783887,São José dos Campos,Sao Jose dos Campos,BRA
1076783910,Santa Quitéria do Maranhão,Santa Quiteria do Maranhao,BRA
1076784672,Benedito Novo,Benedito Novo,BRA
1076784718,Olinda,Olinda,BRA
1076784908,Araucária,Araucaria,BRA
1076785235,Bom Sucesso,Bom Sucesso,BRA
1076785665,Cristália,Cristalia,BRA
1076785734,Guapó,Guapo,BRA
1076785789,Arroio do Meio,Arroio do Meio,BRA
1076786452,Osasco,Osasco,BRA
1076786475,Rubim,Rubim,BRA
1076787551,Barra de São Miguel,Barra de Sao Miguel,BRA
1076789032,Cedro de São João,Cedro de Sao Joao,BRA
1076789377,Gameleira,Gameleira,BRA
1076789569,Casca,Casca,BRA
1076789641,Capinzal,Capinzal,BRA
1076789719,Santo Antônio do Içá,Santo Antonio do Ica,BRA
1076790066,Irineópolis,Irineopolis,BRA
1076790462,Santa Helena,Santa Helena,BRA
1076790515,Angatuba,Angatuba,BRA
1076790896,Ninheira,Ninheira,BRA
1076791102,Barcarena Nova,Barcarena Nova,BRA
1076791348,Santa Rita do Passa Quatro,Santa Rita do Passa Quatro,BRA
1076791382,Cabedelo,Cabedelo,BRA
1076791401,Monte Santo de Minas,Monte Santo de Minas,BRA
1076791574,Paricônia,Pariconia,BRA
1076791780,Guanambi,Guanambi,BRA
1076792796,Caçu,Cacu,BRA
1076793044,Paverama,Paverama,BRA
1076793223,Poço Fundo,Poco Fundo,BRA
1076793227,São Bernardo do Campo,Sao Bernardo do Campo,BRA
1076793612,Umuarama,Umuarama,BRA
1076793717,Amaporã,Amapora,BRA
1076793723,Miguel Pereira,Miguel Pereira,BRA
1076793835,Arapoti,Arapoti,BRA
1076793896,Quirinópolis,Quirinopolis,BRA
1076794192,Manaquiri,Manaquiri,BRA
1076794300,Novo Oriente,Novo Oriente,BRA
1076794491,Boqueirão do Leão,Boqueirao do Leao,BRA
1076794665,Candiota,Candiota,BRA
1076794934,Marechal Deodoro,Marechal Deodoro,BRA
1076795698,São Gotardo,Sao Gotardo,BRA
1076795743,Silves,Silves,BRA
1076796114,Nova Veneza,Nova Veneza,BRA
1076796531,Caiuá,Caiua,BRA
1076797268,Constantina,Constantina,BRA
1076797641,Marapanim,Marapanim,BRA
1076797704,Itambé,Itambe,BRA
1076797985,Rio Pomba,Rio Pomba,BRA
1076798064,Humaitá,Humaita,BRA
1076798294,Lins,Lins,BRA
1076798379,Aimorés,Aimores,BRA
1076798897,Palmeiras,Palmeiras,BRA
1076799071,Jardim Alegre,Jardim Alegre,BRA
1076799085,Chã Preta,Cha Preta,BRA
1076799128,Carmo da Cachoeira,Carmo da Cachoeira,BRA
1076799162,Pedro Gomes,Pedro Gomes,BRA
1076799309,Capanema,Capanema,BRA
1076799533,Campo Mourão,Campo Mourao,BRA
1076799551,Turmalina,Turmalina,BRA
1076800536,Ipojuca,Ipojuca,BRA
1076800884,Campina Verde,Campina Verde,BRA
1076801823,Carnaíba,Carnaiba,BRA
1076802495,Cujubim,Cujubim,BRA
1076802708,José de Freitas,Jose de Freitas,BRA
1076803046,Jussara,Jussara,BRA
1076803118,Santo Antônio do Pinhal,Santo Antonio do Pinhal,BRA
1076803278,Palestina,Palestina,BRA
1076803809,Conceição dos Ouros,Conceicao dos Ouros,BRA
1076803883,Pedras de Maria da Cruz,Pedras de Maria da Cruz,BRA
1076804048,Ouro Verde,Ouro Verde,BRA
1076804407,Anchieta,Anchieta,BRA
1076804562,São Sebastião do Curral,Sao Sebastiao do Curral,BRA
1076804900,Rosário,Rosario,BRA
1076805001,Simões,Simoes,BRA
1076806010,Coronel Vivida,Coronel Vivida,BRA
1076806104,Porangatu,Porangatu,BRA
1076806349,Jucuruçu,Jucurucu,BRA
1076806368,Aparecida,Aparecida,BRA
1076806495,Angelim,Angelim,BRA
1076806633,Presidente Jânio Quadros,Presidente Janio Quadros,BRA
1076807008,Tacima,Tacima,BRA
1076807566,Nortelândia,Nortelandia,BRA
1076807751,Campina Grande do Sul,Campina Grande do Sul,BRA
1076808220,Riacho de Santana,Riacho de Santana,BRA
1076808330,Francisco Morato,Francisco Morato,BRA
1076808412,Cajueiro,Cajueiro,BRA
1076808463,Coqueiro Sêco,Coqueiro Seco,BRA
1076808651,Quintana,Quintana,BRA
1076809015,Rio d’Oeste,Rio d'Oeste,BRA
1076809155,Valinhos,Valinhos,BRA
1076809438,Tuiuti,Tuiuti,BRA
1076809600,José Bonifácio,Jose Bonifacio,BRA
1076809957,Caxias do Sul,Caxias do Sul,BRA
1076811443,Salinópolis,Salinopolis,BRA
1076811602,Porto dos Gaúchos,Porto dos Gauchos,BRA
1076811705,Palmitinho,Palmitinho,BRA
1076811887,Campo Alegre de Lourdes,Campo Alegre de Lourdes,BRA
1076812020,Vitória da Conquista,Vitoria da Conquista,BRA
1076812228,Pedro II,Pedro II,BRA
1076813399,Gudofredo Viana,Gudofredo Viana,BRA
1076813549,Santo Amaro da Imperatriz,Santo Amaro da Imperatriz,BRA
1076813660,Floriano,Floriano,BRA
1076814441,Embu-Guaçu,Embu-Guacu,BRA
1076814512,Fruta de Leite,Fruta de Leite,BRA
1076814918,Redentora,Redentora,BRA
1076815331,Siderópolis,Sideropolis,BRA
1076815528,Ivoti,Ivoti,BRA
1076815692,Pelotas,Pelotas,BRA
1076815713,Surubim,Surubim,BRA
1076815881,Trindade,Trindade,BRA
1076816163,Brejo Santo,Brejo Santo,BRA
1076816341,Paraipaba,Paraipaba,BRA
1076816712,São Nicolau,Sao Nicolau,BRA
1076817297,Nhandeara,Nhandeara,BRA
1076817559,Formoso do Araguaia,Formoso do Araguaia,BRA
1076818292,Banabuiú,Banabuiu,BRA
1076818320,Doutor Severiano,Doutor Severiano,BRA
1076818343,Tuntum,Tuntum,BRA
1076818819,Januário Cicco,Januario Cicco,BRA
1076819308,São Luís,Sao Luis,BRA
1076819402,Guadalupe,Guadalupe,BRA
1076819510,Martinho Campos,Martinho Campos,BRA
1076819558,Carmo do Rio Claro,Carmo do Rio Claro,BRA
1076819567,Ponte Alta do Tocantins,Ponte Alta do Tocantins,BRA
1076819994,Taiaçu,Taiacu,BRA
1076820271,Cláudio,Claudio,BRA
1076820842,Itamarandiba,Itamarandiba,BRA
1076820900,Caraíbas,Caraibas,BRA
1076820908,Tonantins,Tonantins,BRA
1076821052,Rolante,Rolante,BRA
1076821086,Monte Carmelo,Monte Carmelo,BRA
1076821934,Campo Redondo,Campo Redondo,BRA
1076821990,Santiago,Santiago,BRA
1076822145,Jaguariúna,Jaguariuna,BRA
1076822839,Marisópolis,Marisopolis,BRA
1076823641,Alto Araguaia,Alto Araguaia,BRA
1076823727,Santa Mariana,Santa Mariana,BRA
1076824576,Pintadas,Pintadas,BRA
1076824655,Restinga Sêca,Restinga Seca,BRA
1076824926,Pequizeiro,Pequizeiro,BRA
1076825102,Vargem Alegre,Vargem Alegre,BRA
1076825580,Bandeirantes,Bandeirantes,BRA
1076826121,Comodoro,Comodoro,BRA
1076826150,Nova Era,Nova Era,BRA
1076826234,São Sepé,Sao Sepe,BRA
1076826320,São Raimundo das Mangabeiras,Sao Raimundo das Mangabeiras,BRA
1076826325,Assis Brasil,Assis Brasil,BRA
1076826500,Santo Inácio,Santo Inacio,BRA
1076826614,Corguinho,Corguinho,BRA
1076827239,Dourado,Dourado,BRA
1076827455,Astorga,Astorga,BRA
1076827691,Major Isidoro,Major Isidoro,BRA
1076829052,Aracoiaba,Aracoiaba,BRA
1076829101,Axixá,Axixa,BRA
1076829132,Caracol,Caracol,BRA
1076829229,Verdejante,Verdejante,BRA
1076829439,Tanque Novo,Tanque Novo,BRA
1076829621,São Mateus,Sao Mateus,BRA
1076830201,Suzano,Suzano,BRA
1076830329,Paulino Neves,Paulino Neves,BRA
1076830411,Urussanga,Urussanga,BRA
1076830423,São João do Paraíso,Sao Joao do Paraiso,BRA
1076830751,Urandi,Urandi,BRA
1076830828,Santaluz,Santaluz,BRA
1076831135,Candeias,Candeias,BRA
1076831989,Icatu,Icatu,BRA
1076832060,Matinhos,Matinhos,BRA
1076832083,Guaraci,Guaraci,BRA
1076832183,São João do Jaguaribe,Sao Joao do Jaguaribe,BRA
1076832200,Serrinha,Serrinha,BRA
1076832513,Monte Sião,Monte Siao,BRA
1076832747,Guarujá,Guaruja,BRA
1076832869,Lajinha,Lajinha,BRA
1076833793,Rio do Antônio,Rio do Antonio,BRA
1076834242,Amapá,Amapa,BRA
1076834293,São Leopoldo,Sao Leopoldo,BRA
1076834299,São Vicente Ferrer,Sao Vicente Ferrer,BRA
1076834456,Ipubi,Ipubi,BRA
1076835027,Quatiguá,Quatigua,BRA
1076835084,Arroio do Tigre,Arroio do Tigre,BRA
1076835139,Jutaí,Jutai,BRA
1076835327,Bacurituba,Bacurituba,BRA
1076835567,Moraújo,Moraujo,BRA
1076836472,São João do Triunfo,Sao Joao do Triunfo,BRA
1076838031,Barão de Cotegipe,Barao de Cotegipe,BRA
1076838060,Potirendaba,Potirendaba,BRA
1076838333,Andaraí,Andarai,BRA
1076838918,Iranduba,Iranduba,BRA
1076839231,Monte Alegre,Monte Alegre,BRA
1076839400,Pati do Alferes,Pati do Alferes,BRA
1076839494,Ubatã,Ubata,BRA
1076840914,Vargem Grande Paulista,Vargem Grande Paulista,BRA
1076841131,Juru,Juru,BRA
1076841556,Itapissuma,Itapissuma,BRA
1076842025,Novo Horizonte,Novo Horizonte,BRA
1076842336,São Bento,Sao Bento,BRA
1076842460,Guarabira,Guarabira,BRA
1076842868,Aroeiras,Aroeiras,BRA
1076843114,Cravolândia,Cravolandia,BRA
1076843165,Salesópolis,Salesopolis,BRA
1076843224,Vitória de Santo Antão,Vitoria de Santo Antao,BRA
1076843360,Russas,Russas,BRA
1076843922,Turvo,Turvo,BRA
1076843988,Petrolina,Petrolina,BRA
1076844582,Missão Velha,Missao Velha,BRA
1076844658,Avaí,Avai,BRA
1076844683,Rio Verde,Rio Verde,BRA
1076844973,Pacoti,Pacoti,BRA
1076845021,São Pedro do Piauí,Sao Pedro do Piaui,BRA
1076845191,Contagem,Contagem,BRA
1076845359,São Jorge do Ivaí,Sao Jorge do Ivai,BRA
1076845533,Mendes,Mendes,BRA
1076845536,Maranguape,Maranguape,BRA
1076846265,Ourilândia do Norte,Ourilandia do Norte,BRA
1076846644,Cajuru,Cajuru,BRA
1076846673,Felixlândia,Felixlandia,BRA
1076846837,Lagoa Real,Lagoa Real,BRA
1076847200,Anastácio,Anastacio,BRA
1076847580,Campo Formoso,Campo Formoso,BRA
1076847843,Piúma,Piuma,BRA
1076847890,Maravilhas,Maravilhas,BRA
1076848044,Caetanópolis,Caetanopolis,BRA
1076848088,Braúna,Brauna,BRA
1076848743,Maracanaú,Maracanau,BRA
1076848828,Baraúna,Barauna,BRA
1076849673,Itaituba,Itaituba,BRA
1076849808,Paula Freitas,Paula Freitas,BRA
1076850283,Gracho Cardoso,Gracho Cardoso,BRA
1076850628,Rio Formoso,Rio Formoso,BRA
1076850976,Maurilândia,Maurilandia,BRA
1076851088,Baixo Guandu,Baixo Guandu,BRA
1076851288,Santo Antônio do Leverger,Santo Antonio do Leverger,BRA
1076851330,Fonte Boa,Fonte Boa,BRA
1076851522,Capim Branco,Capim Branco,BRA
